country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/7/21;-18;4;-10;-13;-31;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/7/21;-19;2;-14;-12;-30;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/7/21;-23;1;-14;-17;-30;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/1/21;-70;-79;-46;-68;-78;28
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/1/21;-25;-5;-39;-36;-21;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/1/21;-17;11;-36;-28;-13;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/1/21;-9;4;-33;-27;-35;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/1/21;-5;17;-26;-26;-36;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/1/21;-57;-71;-49;-53;-70;20
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/1/21;-28;-3;-48;-37;-36;14
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/1/21;-35;-11;-52;-42;-34;18
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/1/21;-35;-10;-51;-45;-22;14
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/1/21;-46;-22;-48;-49;-25;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/1/21;-30;-11;-43;-35;-19;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/1/21;-34;-12;-45;-37;-20;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/1/21;-35;-14;-43;-37;-20;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/1/21;-39;-18;-50;-41;-22;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/1/21;-41;-19;-50;-41;-23;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/1/21;-44;-22;-48;-53;-30;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/1/21;-52;-31;-41;-56;-32;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/1/21;-43;-21;-42;-43;-26;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/1/21;-45;-21;-41;-43;-26;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;20/1/21;-45;-21;-41;-43;-27;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;21/1/21;-46;-19;-44;-45;-25;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;22/1/21;-48;-19;-48;-45;-25;15
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;23/1/21;-52;-23;-46;-59;-34;16
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;24/1/21;-57;-31;-37;-60;-35;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;25/1/21;-44;-20;-41;-44;-26;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;26/1/21;-46;-20;-42;-43;-26;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;27/1/21;-46;-20;-39;-43;-25;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;28/1/21;-45;-18;-37;-43;-25;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;29/1/21;-45;-15;-37;-41;-24;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;30/1/21;-48;-20;-39;-55;-32;14
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;31/1/21;-54;-27;-35;-57;-34;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/2/21;-43;-19;-40;-43;-25;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/2/21;-43;-19;-40;-42;-26;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/2/21;-43;-17;-42;-41;-24;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/2/21;-48;-21;-59;-47;-25;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/2/21;-50;-20;-59;-47;-25;16
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/2/21;-49;-20;-55;-58;-33;16
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/2/21;-54;-28;-41;-57;-34;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/2/21;-41;-19;-42;-41;-24;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/2/21;-42;-17;-38;-40;-23;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/2/21;-42;-17;-41;-39;-23;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/2/21;-42;-14;-42;-43;-22;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/2/21;-43;-13;-44;-40;-22;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/2/21;-45;-15;-40;-54;-31;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/2/21;-46;-19;-31;-53;-30;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/2/21;-37;-14;-31;-45;-40;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/2/21;-54;-41;-35;-61;-63;21
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/2/21;-42;-11;-42;-41;-30;13
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/2/21;-43;-14;-41;-41;-25;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/2/21;-43;-12;-38;-40;-24;14
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;20/2/21;-48;-18;-43;-55;-31;14
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;21/2/21;-53;-24;-38;-53;-31;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;22/2/21;-39;-17;-34;-38;-20;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;23/2/21;-41;-17;-37;-38;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;24/2/21;-41;-15;-38;-38;-20;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;25/2/21;-40;-12;-45;-38;-19;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;26/2/21;-39;-9;-43;-36;-19;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;27/2/21;-41;-13;-42;-51;-29;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;28/2/21;-48;-19;-40;-50;-29;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/3/21;-38;-14;-38;-35;-20;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/3/21;-38;-14;-37;-36;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/3/21;-36;-9;-38;-36;-19;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/3/21;-36;-10;-39;-35;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/3/21;-37;-10;-43;-37;-19;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/3/21;-40;-14;-46;-52;-28;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/3/21;-46;-21;-42;-51;-29;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/3/21;-38;-17;-44;-39;-21;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/3/21;-39;-13;-41;-38;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/3/21;-38;-14;-41;-37;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/3/21;-38;-12;-39;-37;-18;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/3/21;-37;-11;-38;-34;-17;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/3/21;-39;-15;-39;-49;-27;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/3/21;-45;-20;-34;-48;-28;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/3/21;-38;-15;-35;-36;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/3/21;-39;-15;-34;-37;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/3/21;-37;-13;-35;-35;-18;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/3/21;-36;-10;-37;-35;-18;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/3/21;-36;-9;-38;-35;-17;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;20/3/21;-41;-15;-38;-48;-28;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;21/3/21;-47;-21;-37;-48;-29;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;22/3/21;-41;-15;-39;-38;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;23/3/21;-41;-14;-34;-37;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;24/3/21;-40;-11;-40;-34;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;25/3/21;-38;-8;-40;-34;-19;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;26/3/21;-39;-6;-38;-31;-19;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;27/3/21;-42;-10;-33;-44;-27;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;28/3/21;-47;-18;-30;-49;-28;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;29/3/21;-35;-10;-32;-38;-36;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;30/3/21;-34;-7;-25;-37;-35;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;31/3/21;-29;5;-27;-30;-37;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/4/21;-39;-13;-22;-49;-66;16
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/4/21;-58;-51;-25;-60;-72;25
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/4/21;-41;-7;-32;-50;-32;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/4/21;-48;-19;-32;-42;-27;6
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/4/21;-37;-8;-40;-32;-21;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/4/21;-36;-5;-37;-32;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/4/21;-36;-6;-36;-32;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/4/21;-37;-6;-37;-33;-17;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/4/21;-37;-8;-35;-32;-16;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/4/21;-41;-10;-29;-47;-25;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/4/21;-45;-16;-26;-46;-27;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/4/21;-37;-11;-35;-32;-18;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/4/21;-38;-11;-33;-33;-16;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/4/21;-38;-9;-40;-31;-18;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/4/21;-38;-8;-41;-31;-16;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/4/21;-38;-6;-41;-32;-16;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/4/21;-41;-11;-34;-48;-26;11
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/4/21;-46;-16;-31;-44;-27;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/4/21;-38;-11;-39;-32;-17;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;20/4/21;-38;-10;-36;-31;-16;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;21/4/21;-37;-9;-39;-31;-17;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;22/4/21;-37;-9;-37;-32;-15;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;23/4/21;-36;-6;-35;-29;-14;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;24/4/21;-39;-10;-34;-47;-26;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;25/4/21;-44;-14;-30;-44;-26;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;26/4/21;-36;-9;-38;-31;-16;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;27/4/21;-36;-8;-35;-30;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;28/4/21;-35;-5;-39;-30;-16;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;29/4/21;-35;-5;-42;-30;-15;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;30/4/21;-31;5;-45;-28;-18;10
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/5/21;-45;-38;-33;-49;-40;12
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/5/21;-26;16;-38;-36;-15;5
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/5/21;-32;-5;-39;-30;-21;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/5/21;-35;-5;-41;-29;-15;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/5/21;-33;-3;-41;-29;-16;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/5/21;-32;-3;-39;-29;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/5/21;-31;-2;-37;-27;-14;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/5/21;-35;-8;-31;-43;-25;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/5/21;-41;-17;-24;-39;-25;6
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/5/21;-32;-8;-35;-27;-17;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/5/21;-32;-6;-35;-26;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/5/21;-32;-4;-39;-24;-16;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/5/21;-32;-5;-39;-25;-16;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/5/21;-31;-3;-39;-23;-15;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/5/21;-35;-10;-35;-42;-28;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/5/21;-42;-21;-33;-36;-26;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/5/21;-33;-8;-35;-24;-17;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/5/21;-33;-7;-33;-24;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/5/21;-32;-5;-38;-25;-16;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;20/5/21;-31;-3;-32;-27;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;21/5/21;-30;-2;-30;-23;-13;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;22/5/21;-35;-10;-30;-41;-25;9
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;23/5/21;-42;-20;-32;-35;-26;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;24/5/21;-31;-6;-33;-24;-17;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;25/5/21;-31;-4;-33;-25;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;26/5/21;-29;-2;-32;-23;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;27/5/21;-28;1;-31;-22;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;28/5/21;-27;2;-28;-20;-17;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;29/5/21;-31;-6;-23;-38;-24;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;30/5/21;-39;-18;-23;-32;-24;6
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;31/5/21;-28;-4;-30;-22;-21;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;1/6/21;-28;-1;-26;-21;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;2/6/21;-27;1;-27;-19;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;3/6/21;-26;3;-30;-21;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;4/6/21;-25;4;-31;-19;-12;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;5/6/21;-29;-4;-26;-36;-23;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;6/6/21;-38;-16;-24;-31;-23;6
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;7/6/21;-26;-2;-31;-20;-16;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;8/6/21;-27;-1;-27;-21;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;9/6/21;-26;1;-30;-19;-17;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;10/6/21;-26;1;-28;-21;-15;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;11/6/21;-27;1;-26;-19;-14;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;12/6/21;-32;-6;-21;-36;-25;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;13/6/21;-39;-17;-26;-29;-26;6
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;14/6/21;-28;-4;-28;-20;-19;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;15/6/21;-27;-2;-23;-21;-16;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;16/6/21;-26;-1;-24;-19;-19;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;17/6/21;-26;-1;-26;-21;-20;7
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;18/6/21;-27;-2;-27;-22;-21;8
ES;Spain;Canary Islands;Las Palmas;;ES-GC;;ChIJvy1D_6YfRwwRYMtLvvNAAwM;19/6/21;-34;-11;-26;-35;-28;7
